商品ID, 表示名, センサー番号, センサーID, 都道府県, データ計測日, 消費電力量(kWh), 発電電力量(kWh), 買電電力量(kWh), 売電電力量(kWh), 自家消費電力量(kWh), 買取方式
960824,ニンニン発電所,,,東京都,2023/3/30,34.6232,8.767,30.7095,4.8536,3.9134,余剰買取
960824,ニンニン発電所,,,東京都,2023/3/31,26.4848,4.3922,24.9744,2.8817,1.5105,余剰買取
